GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTYA,CTY_SUBA,PLACE,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNOA,ZIPA,AREANAME,C8H001,C8H002,C8H003,C8H004,C8H005,C8H006
"G4600755","1980","2","4","South Dakota","46",,,,"Kimball","0755",,,,,,,,,,,,"KIMBALL CITY",235,7,0,66,2,0
"G4600760","1980","2","4","South Dakota","46",,,,"Kranzburg","0760",,,,,,,,,,,,"KRANZBURG TOWN",40,1,0,6,0,0
"G4600770","1980","2","4","South Dakota","46",,,,"La Bolt","0770",,,,,,,,,,,,"LA BOLT TOWN",30,0,0,7,0,0
"G4600775","1980","2","4","South Dakota","46",,,,"Lake Andes","0775",,,,,,,,,,,,"LAKE ANDES CITY",262,5,2,110,7,1
"G4600780","1980","2","4","South Dakota","46",,,,"Lake City","0780",,,,,,,,,,,,"LAKE CITY TOWN",0,0,0,0,0,0
"G4600785","1980","2","4","South Dakota","46",,,,"Lake Norden","0785",,,,,,,,,,,,"LAKE NORDEN CITY",125,1,0,34,1,1
"G4600790","1980","2","4","South Dakota","46",,,,"Lake Preston","0790",,,,,,,,,,,,"LAKE PRESTON CITY",245,2,0,91,1,0
"G4600795","1980","2","4","South Dakota","46",,,,"Lane","0795",,,,,,,,,,,,"LANE TOWN",30,0,0,5,0,0
"G4600800","1980","2","4","South Dakota","46",,,,"Langford","0800",,,,,,,,,,,,"LANGFORD TOWN",102,0,0,32,1,1
"G4600805","1980","2","4","South Dakota","46",,,,"Lead","0805",,,,,,,,,,,,"LEAD CITY",1156,23,1,457,13,5
"G4600810","1980","2","4","South Dakota","46",,,,"Lebanon","0810",,,,,,,,,,,,"LEBANON TOWN",38,2,1,7,0,0
"G4600815","1980","2","4","South Dakota","46",,,,"Lemmon","0815",,,,,,,,,,,,"LEMMON CITY",537,7,0,194,1,0
"G4600820","1980","2","4","South Dakota","46",,,,"Lennox","0820",,,,,,,,,,,,"LENNOX CITY",514,13,2,143,4,2
"G4600825","1980","2","4","South Dakota","46",,,,"Leola","0825",,,,,,,,,,,,"LEOLA CITY",226,7,1,52,2,0
"G4600830","1980","2","4","South Dakota","46",,,,"Lesterville","0830",,,,,,,,,,,,"LESTERVILLE TOWN",62,0,0,6,0,0
"G4600835","1980","2","4","South Dakota","46",,,,"Letcher","0835",,,,,,,,,,,,"LETCHER TOWN",68,3,2,16,0,0
"G4600840","1980","2","4","South Dakota","46",,,,"Lily","0840",,,,,,,,,,,,"LILY TOWN",0,0,0,0,0,0
"G4600845","1980","2","4","South Dakota","46",,,,"Long Lake","0845",,,,,,,,,,,,"LONG LAKE TOWN",37,0,0,21,0,1
"G4600850","1980","2","4","South Dakota","46",,,,"Lowry","0850",,,,,,,,,,,,"LOWRY TOWN",8,0,0,0,0,0
"G4600855","1980","2","4","South Dakota","46",,,,"Loyalton","0855",,,,,,,,,,,,"LOYALTON TOWN",0,0,0,0,0,0
"G4600860","1980","2","4","South Dakota","46",,,,"Mcintosh","0860",,,,,,,,,,,,"MCINTOSH CITY",107,9,2,29,4,2
"G4600865","1980","2","4","South Dakota","46",,,,"Mclaughlin","0865",,,,,,,,,,,,"MCLAUGHLIN CITY",199,5,1,78,1,0
"G4600870","1980","2","4","South Dakota","46",,,,"Madison","0870",,,,,,,,,,,,"MADISON CITY",1492,10,1,855,13,3
"G4600875","1980","2","4","South Dakota","46",,,,"Marion","0875",,,,,,,,,,,,"MARION CITY",277,3,0,56,1,0
"G4600880","1980","2","4","South Dakota","46",,,,"Martin","0880",,,,,,,,,,,,"MARTIN CITY",265,5,1,127,10,3
"G4600885","1980","2","4","South Dakota","46",,,,"Marvin","0885",,,,,,,,,,,,"MARVIN TOWN",0,0,0,0,0,0
"G4600895","1980","2","4","South Dakota","46",,,,"Mellette","0895",,,,,,,,,,,,"MELLETTE CITY",66,1,0,14,0,0
"G4600900","1980","2","4","South Dakota","46",,,,"Menno","0900",,,,,,,,,,,,"MENNO CITY",278,1,0,49,0,0
"G4600905","1980","2","4","South Dakota","46",,,,"Midland","0905",,,,,,,,,,,,"MIDLAND TOWN",69,2,2,29,2,0
"G4600910","1980","2","4","South Dakota","46",,,,"Milbank","0910",,,,,,,,,,,,"MILBANK CITY",1079,13,3,446,5,0
"G4600915","1980","2","4","South Dakota","46",,,,"Miller","0915",,,,,,,,,,,,"MILLER CITY",582,3,2,203,5,0
"G4600920","1980","2","4","South Dakota","46",,,,"Mission","0920",,,,,,,,,,,,"MISSION CITY",160,9,6,59,7,2
"G4600925","1980","2","4","South Dakota","46",,,,"Mission Hill","0925",,,,,,,,,,,,"MISSION HILL TOWN",50,3,0,13,0,0
"G4600930","1980","2","4","South Dakota","46",,,,"Mitchell","0930",,,,,,,,,,,,"MITCHELL CITY",3258,55,7,2042,19,21
"G4600935","1980","2","4","South Dakota","46",,,,"Mobridge","0935",,,,,,,,,,,,"MOBRIDGE CITY",1097,18,5,438,19,8
"G4600940","1980","2","4","South Dakota","46",,,,"Monroe","0940",,,,,,,,,,,,"MONROE TOWN",52,0,0,12,0,0
"G4600945","1980","2","4","South Dakota","46",,,,"Montrose","0945",,,,,,,,,,,,"MONTROSE CITY",99,4,1,40,2,0
"G4600950","1980","2","4","South Dakota","46",,,,"Morristown","0950",,,,,,,,,,,,"MORRISTOWN TOWN",41,3,0,9,0,1
"G4600955","1980","2","4","South Dakota","46",,,,"Mound City","0955",,,,,,,,,,,,"MOUND CITY TOWN",0,0,0,0,0,0
"G4600960","1980","2","4","South Dakota","46",,,,"Mount Vernon","0960",,,,,,,,,,,,"MOUNT VERNON CITY",122,1,0,32,0,0
"G4600965","1980","2","4","South Dakota","46",,,,"Murdo","0965",,,,,,,,,,,,"MURDO CITY",204,11,1,64,1,0
"G4600970","1980","2","4","South Dakota","46",,,,"Naples","0970",,,,,,,,,,,,"NAPLES TOWN",0,0,0,0,0,0
"G4600980","1980","2","4","South Dakota","46",,,,"New Effington","0980",,,,,,,,,,,,"NEW EFFINGTON TOWN",85,1,0,36,0,0
"G4600985","1980","2","4","South Dakota","46",,,,"Newell","0985",,,,,,,,,,,,"NEWELL CITY",214,7,0,51,1,0
"G4600990","1980","2","4","South Dakota","46",,,,"New Underwood","0990",,,,,,,,,,,,"NEW UNDERWOOD TOWN",121,5,1,50,0,0
"G4600995","1980","2","4","South Dakota","46",,,,"New Witten","0995",,,,,,,,,,,,"NEW WITTEN TOWN",31,3,0,16,0,0
"G4601000","1980","2","4","South Dakota","46",,,,"Nisland","1000",,,,,,,,,,,,"NISLAND TOWN",56,3,0,14,1,2
"G4601003","1980","2","4","South Dakota","46",,,,"North Eagle Butte","1003",,,,,,,,,,,,"NORTH EAGLE BUTTE %CDP<",52,14,13,205,45,31
"G4601005","1980","2","4","South Dakota","46",,,,"North Sioux City","1005",,,,,,,,,,,,"NORTH SIOUX CITY CITY",480,31,4,147,9,4
"G4601010","1980","2","4","South Dakota","46",,,,"Northville","1010",,,,,,,,,,,,"NORTHVILLE TOWN",50,1,0,7,0,0
"G4601015","1980","2","4","South Dakota","46",,,,"Nunda","1015",,,,,,,,,,,,"NUNDA TOWN",21,0,0,5,0,0
"G4601020","1980","2","4","South Dakota","46",,,,"Oacoma","1020",,,,,,,,,,,,"OACOMA TOWN",64,4,0,20,0,1
"G4601025","1980","2","4","South Dakota","46",,,,"Oelrichs","1025",,,,,,,,,,,,"OELRICHS TOWN",0,0,0,0,0,0
"G4601030","1980","2","4","South Dakota","46",,,,"Oldham","1030",,,,,,,,,,,,"OLDHAM CITY",74,0,0,33,0,0
"G4601035","1980","2","4","South Dakota","46",,,,"Olivet","1035",,,,,,,,,,,,"OLIVET TOWN",0,0,0,0,0,0
"G4601040","1980","2","4","South Dakota","46",,,,"Onaka","1040",,,,,,,,,,,,"ONAKA TOWN",0,0,0,0,0,0
"G4601045","1980","2","4","South Dakota","46",,,,"Onida","1045",,,,,,,,,,,,"ONIDA CITY",224,10,1,66,4,0
"G4601050","1980","2","4","South Dakota","46",,,,"Orient","1050",,,,,,,,,,,,"ORIENT TOWN",35,0,0,6,0,0
"G4601055","1980","2","4","South Dakota","46",,,,"Ortley","1055",,,,,,,,,,,,"ORTLEY TOWN",29,1,0,5,0,0
"G4601060","1980","2","4","South Dakota","46",,,,"Parker","1060",,,,,,,,,,,,"PARKER CITY",305,3,0,92,1,0
"G4601065","1980","2","4","South Dakota","46",,,,"Parkston","1065",,,,,,,,,,,,"PARKSTON CITY",525,11,0,123,1,1
"G4601070","1980","2","4","South Dakota","46",,,,"Peever","1070",,,,,,,,,,,,"PEEVER TOWN",44,1,2,27,6,1
"G4601075","1980","2","4","South Dakota","46",,,,"Philip","1075",,,,,,,,,,,,"PHILIP CITY",298,9,2,96,1,1
"G4601080","1980","2","4","South Dakota","46",,,,"Pierpont","1080",,,,,,,,,,,,"PIERPONT TOWN",65,1,0,13,0,0
"G4601085","1980","2","4","South Dakota","46",,,,"Pierre","1085",,,,,,,,,,,,"PIERRE CITY",2814,38,14,1527,32,22
"G4601086","1980","2","4","South Dakota","46",,,,"Pine Ridge","1086",,,,,,,,,,,,"PINE RIDGE %CDP<",117,29,34,337,103,79
"G4601090","1980","2","4","South Dakota","46",,,,"Plankinton","1090",,,,,,,,,,,,"PLANKINTON CITY",210,2,0,58,0,0
"G4601095","1980","2","4","South Dakota","46",,,,"Platte","1095",,,,,,,,,,,,"PLATTE CITY",408,3,0,123,1,0
"G4601100","1980","2","4","South Dakota","46",,,,"Pollock","1100",,,,,,,,,,,,"POLLOCK TOWN",124,1,0,31,1,0
"G4601105","1980","2","4","South Dakota","46",,,,"Presho","1105",,,,,,,,,,,,"PRESHO CITY",223,7,3,67,1,0
"G4601110","1980","2","4","South Dakota","46",,,,"Pringle","1110",,,,,,,,,,,,"PRINGLE TOWN",30,3,1,5,0,0
"G4601111","1980","2","4","South Dakota","46",,,,"Pukwana","1111",,,,,,,,,,,,"PUKWANA TOWN",64,2,0,19,3,0
"G4601115","1980","2","4","South Dakota","46",,,,"Quinn","1115",,,,,,,,,,,,"QUINN TOWN",0,0,0,0,0,0
"G4601120","1980","2","4","South Dakota","46",,,,"Ramona","1120",,,,,,,,,,,,"RAMONA TOWN",73,4,0,15,0,0
"G4601125","1980","2","4","South Dakota","46",,,,"Rapid City","1125",,,,,,,,,,,,"RAPID CITY CITY",10566,161,30,6201,172,93
"G4601126","1980","2","4","South Dakota","46",,,,"Rapid Valley","1126",,,,,,,,,,,,"RAPID VALLEY %CDP<",852,22,0,236,8,2
"G4601130","1980","2","4","South Dakota","46",,,,"Ravinia","1130",,,,,,,,,,,,"RAVINIA TOWN",30,1,0,5,0,0
"G4601135","1980","2","4","South Dakota","46",,,,"Raymond","1135",,,,,,,,,,,,"RAYMOND TOWN",40,0,0,9,0,0
"G4601140","1980","2","4","South Dakota","46",,,,"Redfield","1140",,,,,,,,,,,,"REDFIELD CITY",773,12,2,455,1,2
"G4601145","1980","2","4","South Dakota","46",,,,"Ree Heights","1145",,,,,,,,,,,,"REE HEIGHTS TOWN",29,0,0,9,0,0
"G4601150","1980","2","4","South Dakota","46",,,,"Reliance","1150",,,,,,,,,,,,"RELIANCE TOWN",64,1,0,9,0,0
"G4601155","1980","2","4","South Dakota","46",,,,"Revillo","1155",,,,,,,,,,,,"REVILLO TOWN",59,0,0,15,1,0
"G4601160","1980","2","4","South Dakota","46",,,,"Rockham","1160",,,,,,,,,,,,"ROCKHAM TOWN",0,0,0,0,0,0
"G4601165","1980","2","4","South Dakota","46",,,,"Roscoe","1165",,,,,,,,,,,,"ROSCOE CITY",136,0,0,28,0,0
"G4601170","1980","2","4","South Dakota","46",,,,"Rosholt","1170",,,,,,,,,,,,"ROSHOLT TOWN",141,1,0,44,1,0
"G4601175","1980","2","4","South Dakota","46",,,,"Roslyn","1175",,,,,,,,,,,,"ROSLYN TOWN",84,0,0,25,0,0
"G4601180","1980","2","4","South Dakota","46",,,,"Roswell","1180",,,,,,,,,,,,"ROSWELL TOWN",0,0,0,0,0,0
"G4601185","1980","2","4","South Dakota","46",,,,"St. Francis","1185",,,,,,,,,,,,"ST. FRANCIS TOWN",80,20,19,56,7,5
"G4601190","1980","2","4","South Dakota","46",,,,"St. Lawrence","1190",,,,,,,,,,,,"ST. LAWRENCE TOWN",79,0,0,6,0,0
"G4601195","1980","2","4","South Dakota","46",,,,"Salem","1195",,,,,,,,,,,,"SALEM CITY",385,6,2,155,4,0
"G4601200","1980","2","4","South Dakota","46",,,,"Scotland","1200",,,,,,,,,,,,"SCOTLAND CITY",357,3,1,94,2,1
"G4601205","1980","2","4","South Dakota","46",,,,"Selby","1205",,,,,,,,,,,,"SELBY CITY",248,6,0,63,1,0
"G4601210","1980","2","4","South Dakota","46",,,,"Seneca","1210",,,,,,,,,,,,"SENECA TOWN",0,0,0,0,0,0
"G4601215","1980","2","4","South Dakota","46",,,,"Sherman","1215",,,,,,,,,,,,"SHERMAN TOWN",0,0,0,0,0,0
"G4601220","1980","2","4","South Dakota","46",,,,"Sinai","1220",,,,,,,,,,,,"SINAI TOWN",51,0,0,9,0,0
"G4601225","1980","2","4","South Dakota","46",,,,"Sioux Falls","1225",,,,,,,,,,,,"SIOUX FALLS CITY",18418,207,31,11987,182,58
"G4601230","1980","2","4","South Dakota","46",,,,"Sisseton","1230",,,,,,,,,,,,"SISSETON CITY",548,18,2,437,25,14
"G4601235","1980","2","4","South Dakota","46",,,,"South Shore","1235",,,,,,,,,,,,"SOUTH SHORE TOWN",70,0,0,27,1,0
"G4601240","1980","2","4","South Dakota","46",,,,"Spearfish","1240",,,,,,,,,,,,"SPEARFISH CITY",1012,7,3,992,16,6
"G4601245","1980","2","4","South Dakota","46",,,,"Spencer","1245",,,,,,,,,,,,"SPENCER CITY",127,2,1,29,0,0
"G4601250","1980","2","4","South Dakota","46",,,,"Springfield","1250",,,,,,,,,,,,"SPRINGFIELD CITY",237,2,0,131,1,0
"G4601255","1980","2","4","South Dakota","46",,,,"Stickney","1255",,,,,,,,,,,,"STICKNEY TOWN",144,1,0,37,0,0
"G4601260","1980","2","4","South Dakota","46",,,,"Stockholm","1260",,,,,,,,,,,,"STOCKHOLM TOWN",37,1,0,6,0,0
"G4601265","1980","2","4","South Dakota","46",,,,"Strandburg","1265",,,,,,,,,,,,"STRANDBURG TOWN",0,0,0,0,0,0
"G4601270","1980","2","4","South Dakota","46",,,,"Stratford","1270",,,,,,,,,,,,"STRATFORD TOWN",29,0,0,6,0,0
"G4601275","1980","2","4","South Dakota","46",,,,"Sturgis","1275",,,,,,,,,,,,"STURGIS CITY",1255,25,5,711,20,3
"G4601280","1980","2","4","South Dakota","46",,,,"Summit","1280",,,,,,,,,,,,"SUMMIT TOWN",83,3,0,30,3,1
"G4601285","1980","2","4","South Dakota","46",,,,"Tabor","1285",,,,,,,,,,,,"TABOR TOWN",148,4,0,28,0,0
"G4601290","1980","2","4","South Dakota","46",,,,"Tea","1290",,,,,,,,,,,,"TEA TOWN",175,6,0,46,1,0
"G4601295","1980","2","4","South Dakota","46",,,,"Timber Lake","1295",,,,,,,,,,,,"TIMBER LAKE CITY",136,7,4,76,8,2
"G4601300","1980","2","4","South Dakota","46",,,,"Tolstoy","1300",,,,,,,,,,,,"TOLSTOY TOWN",38,0,0,9,0,0
"G4601305","1980","2","4","South Dakota","46",,,,"Toronto","1305",,,,,,,,,,,,"TORONTO TOWN",77,0,0,22,0,0
"G4601310","1980","2","4","South Dakota","46",,,,"Trent","1310",,,,,,,,,,,,"TRENT TOWN",62,0,0,16,1,0
"G4601315","1980","2","4","South Dakota","46",,,,"Tripp","1315",,,,,,,,,,,,"TRIPP CITY",308,3,1,48,1,0
"G4601320","1980","2","4","South Dakota","46",,,,"Tulare","1320",,,,,,,,,,,,"TULARE TOWN",79,1,0,22,1,0
"G4601325","1980","2","4","South Dakota","46",,,,"Turton","1325",,,,,,,,,,,,"TURTON TOWN",26,0,0,14,0,0
"G4601330","1980","2","4","South Dakota","46",,,,"Twin Brooks","1330",,,,,,,,,,,,"TWIN BROOKS TOWN",0,0,0,0,0,0
"G4601335","1980","2","4","South Dakota","46",,,,"Tyndall","1335",,,,,,,,,,,,"TYNDALL CITY",398,3,4,117,0,0
"G4601340","1980","2","4","South Dakota","46",,,,"Utica","1340",,,,,,,,,,,,"UTICA TOWN",29,0,0,5,0,0
"G4601345","1980","2","4","South Dakota","46",,,,"Valley Springs","1345",,,,,,,,,,,,"VALLEY SPRINGS CITY",221,1,1,40,0,0
"G4601350","1980","2","4","South Dakota","46",,,,"Veblen","1350",,,,,,,,,,,,"VEBLEN CITY",125,1,1,44,0,0
"G4601355","1980","2","4","South Dakota","46",,,,"Verdon","1355",,,,,,,,,,,,"VERDON TOWN",0,0,0,0,0,0
"G4601360","1980","2","4","South Dakota","46",,,,"Vermillion","1360",,,,,,,,,,,,"VERMILLION CITY",1609,21,3,1485,35,10
"G4601365","1980","2","4","South Dakota","46",,,,"Viborg","1365",,,,,,,,,,,,"VIBORG CITY",253,1,0,105,1,0
"G4601370","1980","2","4","South Dakota","46",,,,"Vienna","1370",,,,,,,,,,,,"VIENNA TOWN",36,0,0,8,0,0
"G4601375","1980","2","4","South Dakota","46",,,,"Vilas","1375",,,,,,,,,,,,"VILAS TOWN",0,0,0,0,0,0
"G4601377","1980","2","4","South Dakota","46",,,,"Villa Ranchaero","1377",,,,,,,,,,,,"VILLA RANCHAERO %CDP<",0,0,0,466,9,1
"G4601380","1980","2","4","South Dakota","46",,,,"Virgil","1380",,,,,,,,,,,,"VIRGIL TOWN",0,0,0,0,0,0
"G4601385","1980","2","4","South Dakota","46",,,,"Volga","1385",,,,,,,,,,,,"VOLGA CITY",336,4,1,106,2,1
"G4601390","1980","2","4","South Dakota","46",,,,"Volin","1390",,,,,,,,,,,,"VOLIN TOWN",55,0,0,12,0,0
"G4601395","1980","2","4","South Dakota","46",,,,"Wagner","1395",,,,,,,,,,,,"WAGNER CITY",412,7,2,144,6,6
"G4601400","1980","2","4","South Dakota","46",,,,"Wakonda","1400",,,,,,,,,,,,"WAKONDA TOWN",118,1,0,32,0,0
"G4601405","1980","2","4","South Dakota","46",,,,"Wall","1405",,,,,,,,,,,,"WALL TOWN",241,11,5,79,1,2
"G4601410","1980","2","4","South Dakota","46",,,,"Wallace","1410",,,,,,,,,,,,"WALLACE TOWN",34,0,0,11,0,0
"G4601415","1980","2","4","South Dakota","46",,,,"Ward","1415",,,,,,,,,,,,"WARD TOWN",0,0,0,0,0,0
"G4601417","1980","2","4","South Dakota","46",,,,"Warner","1417",,,,,,,,,,,,"WARNER TOWN",84,0,0,20,1,0
"G4601420","1980","2","4","South Dakota","46",,,,"Wasta","1420",,,,,,,,,,,,"WASTA TOWN",30,0,1,8,1,0
"G4601425","1980","2","4","South Dakota","46",,,,"Watertown","1425",,,,,,,,,,,,"WATERTOWN CITY",3813,54,7,2129,38,10
"G4601430","1980","2","4","South Dakota","46",,,,"Waubay","1430",,,,,,,,,,,,"WAUBAY CITY",182,2,1,92,3,0
"G4601435","1980","2","4","South Dakota","46",,,,"Webster","1435",,,,,,,,,,,,"WEBSTER CITY",677,5,2,298,4,3
"G4601440","1980","2","4","South Dakota","46",,,,"Wentworth","1440",,,,,,,,,,,,"WENTWORTH VILLAGE",68,0,1,10,0,0
"G4601445","1980","2","4","South Dakota","46",,,,"Wessington","1445",,,,,,,,,,,,"WESSINGTON CITY",89,1,1,44,1,0
"G4601450","1980","2","4","South Dakota","46",,,,"Wessington Springs","1450",,,,,,,,,,,,"WESSINGTON SPRINGS CITY",387,4,0,114,0,0
"G4601452","1980","2","4","South Dakota","46",,,,"Westport","1452",,,,,,,,,,,,"WESTPORT TOWN",0,0,0,0,0,0
"G4601455","1980","2","4","South Dakota","46",,,,"Wetonka","1455",,,,,,,,,,,,"WETONKA TOWN",8,0,0,0,0,0
"G4601460","1980","2","4","South Dakota","46",,,,"White","1460",,,,,,,,,,,,"WHITE CITY",132,4,0,41,0,0
"G4601465","1980","2","4","South Dakota","46",,,,"White Lake","1465",,,,,,,,,,,,"WHITE LAKE CITY",120,0,0,34,0,0
"G4601470","1980","2","4","South Dakota","46",,,,"White River","1470",,,,,,,,,,,,"WHITE RIVER CITY",141,2,3,44,8,0
"G4601475","1980","2","4","South Dakota","46",,,,"White Rock","1475",,,,,,,,,,,,"WHITE ROCK TOWN",0,0,0,0,0,0
"G4601480","1980","2","4","South Dakota","46",,,,"Whitewood","1480",,,,,,,,,,,,"WHITEWOOD CITY",214,9,0,53,3,0
"G4601485","1980","2","4","South Dakota","46",,,,"Willow Lake","1485",,,,,,,,,,,,"WILLOW LAKE CITY",129,0,0,43,0,0
"G4601490","1980","2","4","South Dakota","46",,,,"Wilmot","1490",,,,,,,,,,,,"WILMOT CITY",176,0,0,43,1,0
"G4601495","1980","2","4","South Dakota","46",,,,"Winfred","1495",,,,,,,,,,,,"WINFRED TOWN",28,0,0,5,0,0
"G4601500","1980","2","4","South Dakota","46",,,,"Winner","1500",,,,,,,,,,,,"WINNER CITY",918,19,3,389,22,6
"G4601505","1980","2","4","South Dakota","46",,,,"Wolsey","1505",,,,,,,,,,,,"WOLSEY TOWN",142,0,0,27,0,0
"G4601510","1980","2","4","South Dakota","46",,,,"Wood","1510",,,,,,,,,,,,"WOOD TOWN",29,1,1,19,0,1
"G4601515","1980","2","4","South Dakota","46",,,,"Woonsocket","1515",,,,,,,,,,,,"WOONSOCKET CITY",223,1,0,82,1,0
"G4601520","1980","2","4","South Dakota","46",,,,"Worthing","1520",,,,,,,,,,,,"WORTHING TOWN",111,4,2,12,1,0
"G4601521","1980","2","4","South Dakota","46",,,,"Yale","1521",,,,,,,,,,,,"YALE TOWN",42,1,0,7,1,0
"G4601525","1980","2","4","South Dakota","46",,,,"Yankton","1525",,,,,,,,,,,,"YANKTON CITY",2685,56,6,1673,36,7
"G4700005","1980","3","6","Tennessee","47",,,,"Adair","0005",,,,,,,,,,,,"ADAIR TOWN",22,1,0,6,0,0
"G4700007","1980","3","6","Tennessee","47",,,,"Adams","0007",,,,,,,,,,,,"ADAMS TOWN",162,6,2,43,5,1
"G4700010","1980","3","6","Tennessee","47",,,,"Adamsville","0010",,,,,,,,,,,,"ADAMSVILLE TOWN",414,3,0,115,1,3
"G4700015","1980","3","6","Tennessee","47",,,,"Alamo","0015",,,,,,,,,,,,"ALAMO TOWN",737,17,3,250,18,5
"G4700020","1980","3","6","Tennessee","47",,,,"Alcoa","0020",,,,,,,,,,,,"ALCOA CITY",1764,28,4,773,37,9
"G4700025","1980","3","6","Tennessee","47",,,,"Alexandria","0025",,,,,,,,,,,,"ALEXANDRIA TOWN",233,2,1,54,2,1
"G4700030","1980","3","6","Tennessee","47",,,,"Algood","0030",,,,,,,,,,,,"ALGOOD CITY",657,11,1,185,5,1
"G4700032","1980","3","6","Tennessee","47",,,,"Allardt","0032",,,,,,,,,,,,"ALLARDT CITY",197,2,1,36,1,0
"G4700035","1980","3","6","Tennessee","47",,,,"Altamont","0035",,,,,,,,,,,,"ALTAMONT TOWN",167,18,3,27,3,1
"G4700040","1980","3","6","Tennessee","47",,,,"Ardmore","0040",,,,,,,,,,,,"ARDMORE CITY",225,3,0,56,0,1
"G4700045","1980","3","6","Tennessee","47",,,,"Arlington","0045",,,,,,,,,,,,"ARLINGTON TOWN",284,13,4,83,6,7
"G4700050","1980","3","6","Tennessee","47",,,,"Ashland City","0050",,,,,,,,,,,,"ASHLAND CITY TOWN",555,16,4,273,10,2
"G4700055","1980","3","6","Tennessee","47",,,,"Athens","0055",,,,,,,,,,,,"ATHENS CITY",2856,49,9,1462,57,12
"G4700060","1980","3","6","Tennessee","47",,,,"Atoka","0060",,,,,,,,,,,,"ATOKA TOWN",152,2,0,75,7,0
"G4700065","1980","3","6","Tennessee","47",,,,"Atwood","0065",,,,,,,,,,,,"ATWOOD TOWN",347,5,2,52,4,0
"G4700070","1980","3","6","Tennessee","47",,,,"Auburntown","0070",,,,,,,,,,,,"AUBURNTOWN TOWN",78,1,0,18,0,0
"G4700075","1980","3","6","Tennessee","47",,,,"Baileyton","0075",,,,,,,,,,,,"BAILEYTON TOWN",109,4,0,12,1,0
"G4700080","1980","3","6","Tennessee","47",,,,"Banner Hill","0080",,,,,,,,,,,,"BANNER HILL %CDP<",862,18,8,174,6,1
"G4700085","1980","3","6","Tennessee","47",,,,"Bartlett","0085",,,,,,,,,,,,"BARTLETT TOWN",4616,24,1,455,9,5
"G4700090","1980","3","6","Tennessee","47",,,,"Baxter","0090",,,,,,,,,,,,"BAXTER TOWN",361,5,1,160,7,1
"G4700095","1980","3","6","Tennessee","47",,,,"Beersheba Springs","0095",,,,,,,,,,,,"BEERSHEBA SPRINGS TOWN",157,7,6,38,7,2
"G4700100","1980","3","6","Tennessee","47",,,,"Bell Buckle","0100",,,,,,,,,,,,"BELL BUCKLE TOWN",103,1,0,48,0,0
"G4700105","1980","3","6","Tennessee","47",,,,"Belle Meade","0105",,,,,,,,,,,,"BELLE MEADE CITY",1034,1,0,130,0,0
"G4700110","1980","3","6","Tennessee","47",,,,"Bells","0110",,,,,,,,,,,,"BELLS TOWN",438,19,2,120,7,3
"G4700120","1980","3","6","Tennessee","47",,,,"Benton","0120",,,,,,,,,,,,"BENTON TOWN",256,13,4,96,8,2
"G4700125","1980","3","6","Tennessee","47",,,,"Berry Hill","0125",,,,,,,,,,,,"BERRY HILL CITY",213,2,0,333,8,4
"G4700126","1980","3","6","Tennessee","47",,,,"Berrys Chapel","0126",,,,,,,,,,,,"BERRYS CHAPEL %CDP<",780,2,0,40,2,0
"G4700130","1980","3","6","Tennessee","47",,,,"Bethel Springs","0130",,,,,,,,,,,,"BETHEL SPRINGS TOWN",257,2,1,52,4,3
"G4700136","1980","3","6","Tennessee","47",,,,"Big Sandy","0136",,,,,,,,,,,,"BIG SANDY TOWN",214,4,0,63,3,1
"G4700139","1980","3","6","Tennessee","47",,,,"Biltmore","0139",,,,,,,,,,,,"BILTMORE %CDP<",533,22,4,115,12,2
"G4700141","1980","3","6","Tennessee","47",,,,"Blaine","0141",,,,,,,,,,,,"BLAINE CITY",295,9,2,76,4,1
"G4700142","1980","3","6","Tennessee","47",,,,"Bloomingdale","0142",,,,,,,,,,,,"BLOOMINGDALE %CDP<",3259,85,6,733,25,11
"G4700143","1980","3","6","Tennessee","47",,,,"Blountville","0143",,,,,,,,,,,,"BLOUNTVILLE %CDP<",726,10,1,103,4,2
"G4700145","1980","3","6","Tennessee","47",,,,"Bluff City","0145",,,,,,,,,,,,"BLUFF CITY TOWN",299,1,0,107,7,0
"G4700150","1980","3","6","Tennessee","47",,,,"Bolivar","0150",,,,,,,,,,,,"BOLIVAR CITY",1206,51,32,574,50,34
"G4700151","1980","3","6","Tennessee","47",,,,"Boones Creek","0151",,,,,,,,,,,,"BOONES CREEK %CDP<",545,4,0,173,2,0
"G4700152","1980","3","6","Tennessee","47",,,,"Braden","0152",,,,,,,,,,,,"BRADEN CITY",45,1,1,41,4,2
"G4700155","1980","3","6","Tennessee","47",,,,"Bradford","0155",,,,,,,,,,,,"BRADFORD TOWN",384,11,3,65,1,1
"G4700157","1980","3","6","Tennessee","47",,,,"Brentwood","0157",,,,,,,,,,,,"BRENTWOOD CITY",2621,6,0,131,3,0
"G4700161","1980","3","6","Tennessee","47",,,,"Bridwell Heights","0161",,,,,,,,,,,,"BRIDWELL HEIGHTS %CDP<",742,5,1,164,6,2
"G4700165","1980","3","6","Tennessee","47",,,,"Brighton","0165",,,,,,,,,,,,"BRIGHTON TOWN",221,8,5,90,10,1
