YEAR,GISJOIN,NAME,total,occupied,vacant,pct.vacant
1980,G0800610,KIOWA COUNTY,835,718,117,0.14011976047904193
1980,G0800630,KIT CARSON COUNTY,3289,2765,524,0.15931894192763757
1980,G0800650,LAKE COUNTY,3753,3000,753,0.2006394884092726
1980,G0800670,LA PLATA COUNTY,12154,9746,2408,0.19812407437880533
1980,G0800690,LARIMER COUNTY,62191,54086,8105,0.13032432345516232
1980,G0800710,LAS ANIMAS COUNTY,6426,5367,1059,0.16479925303454715
1980,G0800730,LINCOLN COUNTY,2145,1822,323,0.15058275058275059
1980,G0800750,LOGAN COUNTY,7820,7146,674,0.08618925831202046
1980,G0800770,MESA COUNTY,32573,29668,2905,0.08918429374021429
1980,G0800790,MINERAL COUNTY,697,314,383,0.5494978479196556
1980,G0800810,MOFFAT COUNTY,5269,4578,691,0.13114442968305182
1980,G0800830,MONTEZUMA COUNTY,6498,5661,837,0.12880886426592797
1980,G0800850,MONTROSE COUNTY,9378,8428,950,0.10130091703988058
1980,G0800870,MORGAN COUNTY,9019,7981,1038,0.11509036478545294
1980,G0800890,OTERO COUNTY,8847,7937,910,0.10285972646094721
1980,G0800910,OURAY COUNTY,1189,723,466,0.3919259882253995
1980,G0800930,PARK COUNTY,4873,1857,3016,0.6189205828032013
1980,G0800950,PHILLIPS COUNTY,2014,1753,261,0.12959285004965243
1980,G0800970,PITKIN COUNTY,8501,4519,3982,0.4684154805317022
1980,G0800990,PROWERS COUNTY,5452,4658,794,0.14563462949376377
1980,G0801010,PUEBLO COUNTY,49095,45095,4000,0.08147469192382116
1980,G0801030,RIO BLANCO COUNTY,2524,2104,420,0.1664025356576862
1980,G0801050,RIO GRANDE COUNTY,4441,3522,919,0.20693537491555955
1980,G0801070,ROUTT COUNTY,7281,4934,2347,0.3223458316165362
1980,G0801090,SAGUACHE COUNTY,1884,1360,524,0.2781316348195329
1980,G0801110,SAN JUAN COUNTY,475,318,157,0.33052631578947367
1980,G0801130,SAN MIGUEL COUNTY,1739,1250,489,0.281196089706728
1980,G0801150,SEDGWICK COUNTY,1448,1260,188,0.1298342541436464
1980,G0801170,SUMMIT COUNTY,10261,3571,6690,0.6519832375012182
1980,G0801190,TELLER COUNTY,5100,2882,2218,0.4349019607843137
1980,G0801210,WASHINGTON COUNTY,2413,2017,396,0.1641110650642354
1980,G0801230,WELD COUNTY,46475,42749,3726,0.08017213555675094
1980,G0801250,YUMA COUNTY,4155,3606,549,0.13212996389891696
1980,G0900010,FAIRFIELD COUNTY,295065,280597,14468,0.049033263857116226
1980,G0900030,HARTFORD COUNTY,300683,289658,11025,0.03666652255032709
1980,G0900050,LITCHFIELD COUNTY,61786,55667,6119,0.09903538018321302
1980,G0900070,MIDDLESEX COUNTY,51220,45922,5298,0.10343615775087857
1980,G0900090,NEW HAVEN COUNTY,287184,271542,15642,0.05446682266421528
1980,G0900110,NEW LONDON COUNTY,90271,81814,8457,0.09368457201094482
1980,G0900130,TOLLAND COUNTY,38039,36269,1770,0.04653119167170536
1980,G0900150,WINDHAM COUNTY,34636,32209,2427,0.07007160180159372
1980,G1000010,KENT COUNTY,35354,32737,2617,0.07402274141539854
1980,G1000030,NEW CASTLE COUNTY,148563,138944,9619,0.06474694237461548
1980,G1000050,SUSSEX COUNTY,54694,35400,19294,0.3527626430687095
1980,G1100010,DISTRICT OF COLUMBIA,276984,253143,23841,0.08607356381596049
1980,G1200010,ALACHUA COUNTY,58947,54607,4340,0.073625460159126
1980,G1200030,BAKER COUNTY,4548,4243,305,0.06706244503078276
1980,G1200050,BAY COUNTY,42900,34754,8146,0.18988344988344988
1980,G1200070,BRADFORD COUNTY,7249,6297,952,0.1313284590978066
1980,G1200090,BREVARD COUNTY,113900,101783,12117,0.10638279192273925
1980,G1200110,BROWARD COUNTY,486138,417517,68621,0.1411553920903118
1980,G1200130,CALHOUN COUNTY,3562,3221,341,0.0957327344188658
1980,G1200150,CHARLOTTE COUNTY,34798,25922,8876,0.2550721305822174
1980,G1200170,CITRUS COUNTY,29195,22985,6210,0.2127076554204487
1980,G1200190,CLAY COUNTY,24328,21646,2682,0.11024334100624794
1980,G1200210,COLLIER COUNTY,50743,33966,16777,0.3306268844963837
1980,G1200230,COLUMBIA COUNTY,13628,12183,1445,0.10603169944232463
1980,G1200250,DADE COUNTY,665382,609830,55552,0.08348888307769071
1980,G1200270,DE SOTO COUNTY,7458,6256,1202,0.1611692142665594
1980,G1200290,DIXIE COUNTY,4010,2663,1347,0.3359102244389027
1980,G1200310,DUVAL COUNTY,227077,208351,18726,0.08246541921903143
1980,G1200330,ESCAMBIA COUNTY,88661,81067,7594,0.08565209054714024
1980,G1200350,FLAGLER COUNTY,5891,4359,1532,0.2600577151587167
1980,G1200370,FRANKLIN COUNTY,4497,2765,1732,0.3851456526573271
1980,G1200390,GADSDEN COUNTY,13357,12092,1265,0.09470689526091187
1980,G1200410,GILCHRIST COUNTY,2647,2006,641,0.2421609369097091
1980,G1200430,GLADES COUNTY,3475,2224,1251,0.36
1980,G1200450,GULF COUNTY,4741,3683,1058,0.22315967095549463
1980,G1200470,HAMILTON COUNTY,3342,2904,438,0.1310592459605027
1980,G1200490,HARDEE COUNTY,7060,6253,807,0.11430594900849858
1980,G1200510,HENDRY COUNTY,7032,5959,1073,0.1525881683731513
1980,G1200530,HERNANDO COUNTY,22541,17735,4806,0.21321148130074088
1980,G1200550,HIGHLANDS COUNTY,25994,18960,7034,0.2706009079018235
1980,G1200570,HILLSBOROUGH COUNTY,263619,237943,25676,0.09739813898087771
1980,G1200590,HOLMES COUNTY,5751,5244,507,0.0881585811163276
1980,G1200610,INDIAN RIVER COUNTY,29417,23331,6086,0.20688717408301321
1980,G1200630,JACKSON COUNTY,14588,13332,1256,0.08609816287359473
1980,G1200650,JEFFERSON COUNTY,3843,3486,357,0.09289617486338798
1980,G1200670,LAFAYETTE COUNTY,1764,1413,351,0.1989795918367347
1980,G1200690,LAKE COUNTY,50511,41650,8861,0.17542713468353427
1980,G1200710,LEE COUNTY,111013,82509,28504,0.25676272148306956
1980,G1200730,LEON COUNTY,59556,54103,5453,0.09156088387400094
1980,G1200750,LEVY COUNTY,9068,7267,1801,0.1986104984561094
1980,G1200770,LIBERTY COUNTY,2027,1485,542,0.26739023186975824
1980,G1200790,MADISON COUNTY,5557,4977,580,0.10437286305560554
1980,G1200810,MANATEE COUNTY,83586,61998,21588,0.2582729165171201
1980,G1200830,MARION COUNTY,55345,45458,9887,0.17864305718673773
1980,G1200850,MARTIN COUNTY,34002,25863,8139,0.2393682724545615
1980,G1200870,MONROE COUNTY,38088,26340,11748,0.3084436042848141
1980,G1200890,NASSAU COUNTY,13303,10976,2327,0.1749229497105916
1980,G1200910,OKALOOSA COUNTY,43099,37538,5561,0.12902851574282467
1980,G1200930,OKEECHOBEE COUNTY,9605,6981,2624,0.27319104633003644
1980,G1200950,ORANGE COUNTY,184747,170754,13993,0.07574141934645759
1980,G1200970,OSCEOLA COUNTY,23825,18615,5210,0.21867785939139558
1980,G1200990,PALM BEACH COUNTY,295664,234339,61325,0.20741449753774555
1980,G1201010,PASCO COUNTY,100846,81346,19500,0.1933641393808381
1980,G1201030,PINELLAS COUNTY,377052,319527,57525,0.15256516342573437
1980,G1201050,POLK COUNTY,134873,114394,20479,0.15183913755903702
1980,G1201070,PUTNAM COUNTY,23645,18397,5248,0.22194967223514486
1980,G1201090,ST. JOHNS COUNTY,22861,18623,4238,0.18538121691964482
1980,G1201110,ST. LUCIE COUNTY,40915,32506,8409,0.20552364658438227
1980,G1201130,SANTA ROSA COUNTY,20356,18595,1761,0.08651011986637847
1980,G1201150,SARASOTA COUNTY,113355,88739,24616,0.21715848440739272
1980,G1201170,SEMINOLE COUNTY,68154,63247,4907,0.0719987088065264
1980,G1201190,SUMTER COUNTY,11083,8582,2501,0.2256609221329965
1980,G1201210,SUWANNEE COUNTY,8765,7739,1026,0.11705647461494581
1980,G1201230,TAYLOR COUNTY,6982,5826,1156,0.1655686049842452
1980,G1201250,UNION COUNTY,2329,2119,210,0.090167453842851
1980,G1201270,VOLUSIA COUNTY,124427,105773,18654,0.14991922974917019
1980,G1201290,WAKULLA COUNTY,5072,3730,1342,0.26458990536277605
1980,G1201310,WALTON COUNTY,10918,8043,2875,0.26332661659644624
1980,G1201330,WASHINGTON COUNTY,5979,5235,744,0.1244355243351731
1980,G1300010,APPLING COUNTY,5808,5117,691,0.11897382920110193
1980,G1300030,ATKINSON COUNTY,2317,2009,308,0.13293051359516617
1980,G1300050,BACON COUNTY,3414,3116,298,0.08728763913298183
1980,G1300070,BAKER COUNTY,1274,1208,66,0.05180533751962323
1980,G1300090,BALDWIN COUNTY,12235,10151,2084,0.1703310175725378
1980,G1300110,BANKS COUNTY,3281,3034,247,0.07528192624199939
1980,G1300130,BARROW COUNTY,7776,7314,462,0.05941358024691358
1980,G1300150,BARTOW COUNTY,14836,13804,1032,0.06956052844432462
1980,G1300170,BEN HILL COUNTY,6201,5670,531,0.08563134978229318
1980,G1300190,BERRIEN COUNTY,5121,4653,468,0.0913884007029877
1980,G1300210,BIBB COUNTY,55579,52580,2999,0.05395922920527537
1980,G1300230,BLECKLEY COUNTY,3924,3552,372,0.09480122324159021
1980,G1300250,BRANTLEY COUNTY,3153,2784,369,0.1170313986679353
1980,G1300270,BROOKS COUNTY,5363,4990,373,0.06955062465038225
1980,G1300290,BRYAN COUNTY,3511,3214,297,0.0845912845343207
1980,G1300310,BULLOCH COUNTY,12682,11339,1343,0.10589812332439678
1980,G1300330,BURKE COUNTY,6812,6212,600,0.08807985907222549
1980,G1300350,BUTTS COUNTY,4974,3987,987,0.19843184559710494
1980,G1300370,CALHOUN COUNTY,1963,1833,130,0.06622516556291391
1980,G1300390,CAMDEN COUNTY,5380,4388,992,0.18438661710037174
1980,G1300430,CANDLER COUNTY,2841,2527,314,0.11052446321717704
1980,G1300450,CARROLL COUNTY,20321,19002,1319,0.06490822302052064
1980,G1300470,CATOOSA COUNTY,13401,12648,753,0.05618983657935975
1980,G1300490,CHARLTON COUNTY,2506,2226,280,0.11173184357541899
1980,G1300510,CHATHAM COUNTY,77485,71323,6162,0.07952506936826483
1980,G1300530,CHATTAHOOCHEE COUNTY,3201,3012,189,0.059044048734770385
1980,G1300550,CHATTOOGA COUNTY,8287,7733,554,0.06685169542657174
1980,G1300570,CHEROKEE COUNTY,17894,16848,1046,0.05845534816139488
1980,G1300590,CLARKE COUNTY,27602,26587,1015,0.03677269763060648
1980,G1300610,CLAY COUNTY,1339,1193,146,0.10903659447348768
1980,G1300630,CLAYTON COUNTY,53014,50449,2565,0.048383445882219794
1980,G1300650,CLINCH COUNTY,2353,2120,233,0.09902252443688908
1980,G1300670,COBB COUNTY,113311,106595,6716,0.05927050330506305
1980,G1300690,COFFEE COUNTY,9794,8905,889,0.09076985909740658
1980,G1300710,COLQUITT COUNTY,12953,12152,801,0.06183895622635683
1980,G1300730,COLUMBIA COUNTY,14099,12834,1265,0.08972267536704731
1980,G1300750,COOK COUNTY,4857,4476,381,0.07844348363187152
1980,G1300770,COWETA COUNTY,14119,13307,812,0.05751115518096182
1980,G1300790,CRAWFORD COUNTY,2573,2357,216,0.08394869801787797
1980,G1300810,CRISP COUNTY,7383,6559,824,0.11160774752810511
1980,G1300830,DADE COUNTY,4293,3998,295,0.06871651525739576
1980,G1300850,DAWSON COUNTY,2401,1663,738,0.307371928363182
1980,G1300870,DECATUR COUNTY,9065,8315,750,0.0827357970215113
1980,G1300890,DE KALB COUNTY,181849,172922,8927,0.04909017921462312
1980,G1300910,DODGE COUNTY,6395,5867,528,0.08256450351837373
1980,G1300930,DOOLY COUNTY,3772,3529,243,0.0644220572640509
1980,G1300950,DOUGHERTY COUNTY,34739,33043,1696,0.048821209591525375
1980,G1300970,DOUGLAS COUNTY,17758,16911,847,0.04769681270413335
1980,G1300990,EARLY COUNTY,4681,4303,378,0.08075197607348857
1980,G1301010,ECHOLS COUNTY,827,735,92,0.11124546553808948
1980,G1301030,EFFINGHAM COUNTY,6325,5787,538,0.0850592885375494
1980,G1301050,ELBERT COUNTY,7050,6554,496,0.07035460992907801
1980,G1301070,EMANUEL COUNTY,7808,6991,817,0.10463627049180328
1980,G1301090,EVANS COUNTY,3191,2859,332,0.10404261986837982
1980,G1301110,FANNIN COUNTY,6730,5522,1208,0.17949479940564636
1980,G1301130,FAYETTE COUNTY,9619,9208,411,0.04272793429670444
1980,G1301150,FLOYD COUNTY,30246,28477,1769,0.05848707267076638
1980,G1301170,FORSYTH COUNTY,10969,9395,1574,0.1434953049503145
1980,G1301190,FRANKLIN COUNTY,6188,5363,825,0.13332255979314803
1980,G1301210,FULTON COUNTY,246457,225308,21149,0.08581212949926356
1980,G1301230,GILMER COUNTY,4424,3937,487,0.11008137432188066
1980,G1301250,GLASCOCK COUNTY,910,836,74,0.08131868131868132
1980,G1301270,GLYNN COUNTY,22358,19826,2532,0.11324805438769121
1980,G1301290,GORDON COUNTY,10935,10280,655,0.05989940557841793
1980,G1301310,GRADY COUNTY,7126,6620,506,0.07100757788380578
1980,G1301330,GREENE COUNTY,4147,3757,390,0.09404388714733543
1980,G1301350,GWINNETT COUNTY,58142,55227,2915,0.05013587423893227
1980,G1301370,HABERSHAM COUNTY,8930,8396,534,0.05979843225083987
1980,G1301390,HALL COUNTY,27956,26071,1885,0.06742738589211618
1980,G1301410,HANCOCK COUNTY,3162,2791,371,0.11733080328905755
1980,G1301430,HARALSON COUNTY,6990,6504,486,0.06952789699570816
1980,G1301450,HARRIS COUNTY,6053,5236,817,0.1349743928630431
1980,G1301470,HART COUNTY,7527,6286,1241,0.16487312342234622
1980,G1301490,HEARD COUNTY,2459,2204,255,0.10370069133794226
1980,G1301510,HENRY COUNTY,12273,11630,643,0.05239142833862951
1980,G1301530,HOUSTON COUNTY,27423,25509,1914,0.06979542719614922
1980,G1301550,IRWIN COUNTY,3341,3013,328,0.09817419934151451
1980,G1301570,JACKSON COUNTY,9105,8619,486,0.053377265238879736
1980,G1301590,JASPER COUNTY,3083,2553,530,0.1719104768083036
1980,G1301610,JEFF DAVIS COUNTY,4049,3771,278,0.06865892813040257
1980,G1301630,JEFFERSON COUNTY,6519,5946,573,0.0878969167050161
1980,G1301650,JENKINS COUNTY,3346,2906,440,0.1315002988643156
1980,G1301670,JOHNSON COUNTY,3325,2955,370,0.11127819548872181
1980,G1301690,JONES COUNTY,5831,5270,561,0.09620991253644315
1980,G1301710,LAMAR COUNTY,4332,4010,322,0.07433056325023084
1980,G1301730,LANIER COUNTY,2036,1822,214,0.10510805500982318
1980,G1301750,LAURENS COUNTY,13484,12447,1037,0.07690596262236725
1980,G1301770,LEE COUNTY,3877,3642,235,0.060613876708795464
1980,G1301790,LIBERTY COUNTY,10800,9629,1171,0.10842592592592593
1980,G1301810,LINCOLN COUNTY,3089,2185,904,0.29265134347685334
1980,G1301830,LONG COUNTY,1734,1536,198,0.11418685121107267
1980,G1301850,LOWNDES COUNTY,24333,22609,1724,0.07085028562035096
1980,G1301870,LUMPKIN COUNTY,3835,3388,447,0.1165580182529335
1980,G1301890,MCDUFFIE COUNTY,6899,6270,629,0.09117263371503116
1980,G1301910,MCINTOSH COUNTY,3643,2630,1013,0.2780675267636563
1980,G1301930,MACON COUNTY,4677,4371,306,0.0654265554842848
1980,G1301950,MADISON COUNTY,6480,6125,355,0.05478395061728395
1980,G1301970,MARION COUNTY,1841,1687,154,0.08365019011406843
1980,G1301990,MERIWETHER COUNTY,7600,6877,723,0.09513157894736841
1980,G1302010,MILLER COUNTY,2562,2405,157,0.06128024980483997
1980,G1302050,MITCHELL COUNTY,7046,6486,560,0.07947771785410161
1980,G1302070,MONROE COUNTY,4996,4667,329,0.06585268214571657
1980,G1302090,MONTGOMERY COUNTY,2540,2214,326,0.1283464566929134
1980,G1302110,MORGAN COUNTY,3918,3663,255,0.06508422664624809
1980,G1302130,MURRAY COUNTY,6942,6539,403,0.05805243445692884
1980,G1302150,MUSCOGEE COUNTY,63818,59112,4706,0.07374095082891974
1980,G1302170,NEWTON COUNTY,12044,10976,1068,0.08867485885088011
1980,G1302190,OCONEE COUNTY,4501,4237,264,0.05865363252610531
1980,G1302210,OGLETHORPE COUNTY,3149,2947,202,0.06414734836456018
1980,G1302230,PAULDING COUNTY,9167,8745,422,0.046034689647649174
1980,G1302250,PEACH COUNTY,6640,6180,460,0.06927710843373494
1980,G1302270,PICKENS COUNTY,4834,4161,673,0.1392221762515515
1980,G1302290,PIERCE COUNTY,4297,3928,369,0.08587386548754945
1980,G1302310,PIKE COUNTY,3098,2842,256,0.08263395739186571
1980,G1302330,POLK COUNTY,12062,11413,649,0.053805339081412704
1980,G1302350,PULASKI COUNTY,3404,3067,337,0.09900117508813161
1980,G1302370,PUTNAM COUNTY,5259,3398,1861,0.3538695569499905
1980,G1302390,QUITMAN COUNTY,975,772,203,0.2082051282051282
1980,G1302410,RABUN COUNTY,6162,3891,2271,0.3685491723466407
1980,G1302430,RANDOLPH COUNTY,3561,3126,435,0.12215669755686605
1980,G1302450,RICHMOND COUNTY,64846,59501,5345,0.08242605557783056
1980,G1302470,ROCKDALE COUNTY,12163,11592,571,0.046945654854887775
1980,G1302490,SCHLEY COUNTY,1245,1125,120,0.0963855421686747
1980,G1302510,SCREVEN COUNTY,5507,4769,738,0.13401125839840203
1980,G1302530,SEMINOLE COUNTY,3853,3051,802,0.20814949390085646
1980,G1302550,SPALDING COUNTY,17037,16177,860,0.05047837060515349
1980,G1302570,STEPHENS COUNTY,8571,7787,784,0.0914712402286781
1980,G1302590,STEWART COUNTY,2089,1891,198,0.09478219243657253
1980,G1302610,SUMTER COUNTY,10167,9465,702,0.06904691649454116
1980,G1302630,TALBOT COUNTY,2387,2086,301,0.12609970674486803
1980,G1302650,TALIAFERRO COUNTY,871,758,113,0.12973593570608496
1980,G1302670,TATTNALL COUNTY,6351,5590,761,0.11982364981892615
1980,G1302690,TAYLOR COUNTY,2865,2653,212,0.07399650959860384
1980,G1302710,TELFAIR COUNTY,4382,3907,475,0.10839799178457325
1980,G1302730,TERRELL COUNTY,4146,3839,307,0.07404727448142788
1980,G1302750,THOMAS COUNTY,13801,12789,1012,0.07332801970871676
1980,G1302770,TIFT COUNTY,11007,10737,270,0.024529844644317254
1980,G1302790,TOOMBS COUNTY,8495,7672,823,0.09688051795173631
1980,G1302810,TOWNS COUNTY,3415,2024,1391,0.40732064421669106
1980,G1302830,TREUTLEN COUNTY,2346,2073,273,0.11636828644501279
1980,G1302850,TROUP COUNTY,18346,17455,891,0.04856644500163523
1980,G1302870,TURNER COUNTY,3209,3078,131,0.04082268619507635
1980,G1302890,TWIGGS COUNTY,3145,2812,333,0.10588235294117647
1980,G1302910,UNION COUNTY,4389,3369,1020,0.23239917976760083
1980,G1302930,UPSON COUNTY,9741,9170,571,0.05861821168257879
1980,G1302950,WALKER COUNTY,20918,19634,1284,0.061382541351945694
1980,G1302970,WALTON COUNTY,10442,10006,436,0.04175445316989083
1980,G1302990,WARE COUNTY,13794,12788,1006,0.07293025953313034
1980,G1303010,WARREN COUNTY,2325,2110,215,0.09247311827956989
1980,G1303030,WASHINGTON COUNTY,6627,6076,551,0.08314471103063226
1980,G1303050,WAYNE COUNTY,7643,6879,764,0.09996074839722623
1980,G1303070,WEBSTER COUNTY,830,756,74,0.0891566265060241
1980,G1303090,WHEELER COUNTY,1922,1733,189,0.09833506763787721
1980,G1303110,WHITE COUNTY,4091,3499,592,0.14470789538010267
1980,G1303130,WHITFIELD COUNTY,23842,22466,1376,0.05771327908732489
1980,G1303150,WILCOX COUNTY,2795,2596,199,0.07119856887298748
1980,G1303170,WILKES COUNTY,4196,3880,316,0.07530981887511916
1980,G1303190,WILKINSON COUNTY,3801,3350,451,0.11865298605630098
1980,G1303210,WORTH COUNTY,6401,5811,590,0.09217309795344478
1980,G1500010,HAWAII COUNTY,34215,29237,4978,0.1454917433874032
1980,G1500030,HONOLULU COUNTY,252038,230214,21824,0.08659011736325475
1980,G1500050,KALAWAO COUNTY,121,71,50,0.4132231404958678
1980,G1500070,KAUAI COUNTY,14828,12020,2808,0.18937145940113298
1980,G1500090,MAUI COUNTY,33033,22510,10523,0.31856022765113673
1980,G1600010,ADA COUNTY,67835,63139,4696,0.06922680032431636
1980,G1600030,ADAMS COUNTY,1580,1212,368,0.23291139240506328
1980,G1600050,BANNOCK COUNTY,24819,22489,2330,0.0938796889479834
1980,G1600070,BEAR LAKE COUNTY,2792,2211,581,0.2080945558739255
1980,G1600090,BENEWAH COUNTY,3499,2932,567,0.162046298942555
1980,G1600110,BINGHAM COUNTY,12084,10772,1312,0.10857332009268454
1980,G1600130,BLAINE COUNTY,7319,3978,3341,0.4564831261101243
1980,G1600150,BOISE COUNTY,2372,1107,1265,0.5333052276559865
1980,G1600170,BONNER COUNTY,13055,8814,4241,0.3248563768671007
1980,G1600190,BONNEVILLE COUNTY,23492,21307,2185,0.09301038651455815
1980,G1600210,BOUNDARY COUNTY,2755,2479,276,0.10018148820326679
1980,G1600230,BUTTE COUNTY,1280,1072,208,0.1625
1980,G1600250,CAMAS COUNTY,527,291,236,0.4478178368121442
1980,G1600270,CANYON COUNTY,30616,28458,2158,0.07048602038149987
1980,G1600290,CARIBOU COUNTY,3105,2674,431,0.13880837359098228
1980,G1600310,CASSIA COUNTY,7010,6119,891,0.12710413694721825
1980,G1600330,CLARK COUNTY,445,262,183,0.41123595505617977
1980,G1600350,CLEARWATER COUNTY,4112,3636,476,0.11575875486381323
1980,G1600370,CUSTER COUNTY,2100,1237,863,0.41095238095238096
1980,G1600390,ELMORE COUNTY,8055,6832,1223,0.15183116076970826
1980,G1600410,FRANKLIN COUNTY,3047,2662,385,0.1263537906137184
1980,G1600430,FREMONT COUNTY,5376,3277,2099,0.3904389880952381
1980,G1600450,GEM COUNTY,4578,4219,359,0.07841852337265182
1980,G1600470,GOODING COUNTY,4591,4143,448,0.09758222609453278
1980,G1600490,IDAHO COUNTY,6344,5150,1194,0.1882093316519546
1980,G1600510,JEFFERSON COUNTY,4994,4437,557,0.11153384060873048
1980,G1600530,JEROME COUNTY,5531,5084,447,0.08081721207738203
1980,G1600550,KOOTENAI COUNTY,26959,21404,5555,0.20605363700433993
1980,G1600570,LATAH COUNTY,11013,10256,757,0.06873694724416599
1980,G1600590,LEMHI COUNTY,3452,2681,771,0.22334878331402086
1980,G1600610,LEWIS COUNTY,1807,1510,297,0.16436081903707803
1980,G1600630,LINCOLN COUNTY,1343,1185,158,0.11764705882352941
1980,G1600650,MADISON COUNTY,5537,5009,528,0.09535849738125339
1980,G1600670,MINIDOKA COUNTY,6876,6192,684,0.09947643979057591
1980,G1600690,NEZ PERCE COUNTY,13507,12490,1017,0.07529429184867106
1980,G1600710,ONEIDA COUNTY,1475,1094,381,0.2583050847457627
1980,G1600730,OWYHEE COUNTY,3015,2646,369,0.12238805970149254
1980,G1600750,PAYETTE COUNTY,6114,5576,538,0.08799476611056592
1980,G1600770,POWER COUNTY,2558,2195,363,0.14190774042220486
1980,G1600790,SHOSHONE COUNTY,7673,6870,803,0.10465267822233806
1980,G1600810,TETON COUNTY,1245,891,354,0.28433734939759037
1980,G1600830,TWIN FALLS COUNTY,20528,18888,1640,0.0798908807482463
1980,G1600850,VALLEY COUNTY,5107,2063,3044,0.5960446446054435
1980,G1600870,WASHINGTON COUNTY,3605,3164,441,0.12233009708737864
1980,G1700010,ADAMS COUNTY,28584,26423,2161,0.07560173523649594
1980,G1700030,ALEXANDER COUNTY,5266,4754,512,0.09722749715153817
1980,G1700050,BOND COUNTY,6378,5839,539,0.08450925054876136
1980,G1700070,BOONE COUNTY,10060,9714,346,0.034393638170974156
1980,G1700090,BROWN COUNTY,2385,2099,286,0.119916142557652
1980,G1700110,BUREAU COUNTY,15160,14252,908,0.05989445910290237
1980,G1700130,CALHOUN COUNTY,3026,2094,932,0.30799735624586916
1980,G1700150,CARROLL COUNTY,7622,6960,662,0.08685384413539754
1980,G1700170,CASS COUNTY,6081,5658,423,0.06956092747903306
1980,G1700190,CHAMPAIGN COUNTY,62518,58405,4113,0.06578905275280719
1980,G1700210,CHRISTIAN COUNTY,14603,13685,918,0.06286379511059371
1980,G1700230,CLARK COUNTY,7247,6485,762,0.10514695736166689
1980,G1700250,CLAY COUNTY,6483,5800,683,0.10535246028073422
1980,G1700270,CLINTON COUNTY,11898,10768,1130,0.0949739452008741
1980,G1700290,COLES COUNTY,20078,18617,1461,0.07276621177408109
1980,G1700310,COOK COUNTY,1994218,1879117,115101,0.057717360890333955
1980,G1700330,CRAWFORD COUNTY,8701,8050,651,0.07481898632341111
1980,G1700350,CUMBERLAND COUNTY,4407,4001,406,0.0921261629226231
1980,G1700370,DE KALB COUNTY,25293,24353,940,0.037164432847032774
1980,G1700390,DE WITT COUNTY,7327,6841,486,0.06633001228333561
1980,G1700410,DOUGLAS COUNTY,7738,7195,543,0.07017317136210907
1980,G1700430,DU PAGE COUNTY,234810,222014,12796,0.05449512371704782
1980,G1700450,EDGAR COUNTY,9121,8332,789,0.08650367284289004
1980,G1700470,EDWARDS COUNTY,3403,3106,297,0.08727593300029386
1980,G1700490,EFFINGHAM COUNTY,11681,10637,1044,0.0893759095967811
1980,G1700510,FAYETTE COUNTY,8922,7987,935,0.10479713068818651
1980,G1700530,FORD COUNTY,6329,5739,590,0.09322167799020382
1980,G1700550,FRANKLIN COUNTY,18933,16978,1955,0.10325886019120055
1980,G1700570,FULTON COUNTY,17531,16274,1257,0.07170155724145799
1980,G1700590,GALLATIN COUNTY,3190,2828,362,0.11347962382445141
1980,G1700610,GREENE COUNTY,6816,6193,623,0.09140258215962441
1980,G1700630,GRUNDY COUNTY,11529,10770,759,0.06583398386677075
1980,G1700650,HAMILTON COUNTY,4177,3641,536,0.12832176203016518
1980,G1700670,HANCOCK COUNTY,10005,8876,1129,0.11284357821089455
1980,G1700690,HARDIN COUNTY,2475,2080,395,0.1595959595959596
1980,G1700710,HENDERSON COUNTY,4257,3376,881,0.20695325346488136
1980,G1700730,HENRY COUNTY,21661,20527,1134,0.052352153640182815
1980,G1700750,IROQUOIS COUNTY,13486,12060,1426,0.10573928518463592
1980,G1700770,JACKSON COUNTY,24475,22558,1917,0.07832482124616956
1980,G1700790,JASPER COUNTY,4433,4000,433,0.09767651703135574
1980,G1700810,JEFFERSON COUNTY,15373,13963,1410,0.09171924803226436
1980,G1700830,JERSEY COUNTY,7948,6817,1131,0.14229994967287368
1980,G1700850,JO DAVIESS COUNTY,9676,8328,1348,0.13931376601901613
1980,G1700870,JOHNSON COUNTY,4187,3302,885,0.21136852161452113
1980,G1700890,KANE COUNTY,98547,93729,4818,0.048890377180431675
1980,G1700910,KANKAKEE COUNTY,37587,34930,2657,0.07068933407827174
1980,G1700930,KENDALL COUNTY,12518,12042,476,0.03802524364914523
1980,G1700950,KNOX COUNTY,24634,22837,1797,0.07294795810668182
1980,G1700970,LAKE COUNTY,150496,139715,10781,0.07163645545396555
1980,G1700990,LA SALLE COUNTY,43500,40970,2530,0.05816091954022989
1980,G1701010,LAWRENCE COUNTY,7358,6754,604,0.08208752378363686
1980,G1701030,LEE COUNTY,13358,12649,709,0.053076807905375056
1980,G1701050,LIVINGSTON COUNTY,14984,14077,907,0.06053123331553657
1980,G1701070,LOGAN COUNTY,12043,11290,753,0.06252594868388275
1980,G1701090,MCDONOUGH COUNTY,13935,12523,1412,0.1013275923932544
1980,G1701110,MCHENRY COUNTY,52976,49078,3898,0.0735804892781637
1980,G1701130,MCLEAN COUNTY,45414,41702,3712,0.08173690932311622
1980,G1701150,MACON COUNTY,51607,48294,3313,0.06419671749956402
1980,G1701170,MACOUPIN COUNTY,20081,18167,1914,0.0953139783875305
